회사명,거래소코드,회계년도,이자보상배율(이자비용)
(주)율호,072770,2010/12,1.42
(주)이건홀딩스,039020,2009/12,1.39
(주)이건홀딩스,039020,2010/12,0.22
(주)이글루코퍼레이션,067920,2009/12,57.26
(주)이글루코퍼레이션,067920,2010/12,75.29
(주)이글벳,044960,2009/12,9.36
(주)이글벳,044960,2010/12,6.57
(주)이노션,214320,2009/12,999999999
(주)이노션,214320,2010/12,999999999
(주)이노와이어리스,073490,2009/12,-2.81
(주)이노와이어리스,073490,2010/12,9.55
(주)이녹스,088390,2009/12,5.55
(주)이녹스,088390,2010/12,7.68
(주)이라이콤,041520,2009/12,0.67
(주)이라이콤,041520,2010/12,16.47
(주)이랜텍,054210,2009/12,2.02
(주)이랜텍,054210,2010/12,0.5
(주)이루온,065440,2009/12,3.44
(주)이루온,065440,2010/12,0.96
(주)이미지스테크놀로지,115610,2009/12,999999999
(주)이미지스테크놀로지,115610,2010/12,999999999
(주)이브이수성,084180,2009/12,7.99
(주)이브이수성,084180,2010/12,4.65
(주)이브이첨단소재,131400,2009/12,4.01
(주)이브이첨단소재,131400,2010/12,7.43
(주)이상네트웍스,080010,2009/12,13.06
(주)이상네트웍스,080010,2010/12,56.56
(주)이수앱지스,086890,2009/12,-36.08
(주)이수앱지스,086890,2010/12,-80.22
(주)이수페타시스,007660,2009/12,2.7
(주)이수페타시스,007660,2010/12,6.14
(주)이수화학,005950,2009/12,3.59
(주)이수화학,005950,2010/12,5.53
(주)이스타코,015020,2009/12,4.52
(주)이스타코,015020,2010/12,-2.63
(주)이스트소프트,047560,2009/12,30.08
(주)이스트소프트,047560,2010/12,80.13
(주)이씨에스텔레콤,067010,2009/03,68.3
(주)이씨에스텔레콤,067010,2010/03,108.73
(주)이아이디,093230,2009/12,502.89
(주)이아이디,093230,2010/12,-14.12
(주)이엔드디,101360,2009/12,4.45
(주)이엔드디,101360,2010/12,4.42
(주)이엔에프테크놀로지,102710,2009/12,27.51
(주)이엔에프테크놀로지,102710,2010/12,33.09
(주)이엔코퍼레이션,066980,2009/12,1.99
(주)이엔코퍼레이션,066980,2010/12,1.59
(주)이엔플러스,074610,2009/12,-4.11
(주)이엔플러스,074610,2010/12,-2.03
(주)이엠넷,123570,2009/12,25.62
(주)이엠넷,123570,2010/12,48.82
(주)이엠앤아이,083470,2009/12,-3.52
(주)이엠앤아이,083470,2010/12,-0.06
(주)이엠텍,091120,2009/12,45.06
(주)이엠텍,091120,2010/12,-19.79
(주)이오테크닉스,039030,2009/12,10.29
(주)이오테크닉스,039030,2010/12,82.56
(주)이원,017940,2009/12,1.86
(주)이원,017940,2010/12,1.16
(주)이월드,084680,2009/12,-0.17
(주)이월드,084680,2010/12,-0.33
(주)이즈미디어,181340,2010/12,
(주)이지,037370,2009/12,2.64
(주)이지,037370,2010/12,24.98
(주)이지홀딩스,035810,2009/12,2.27
(주)이지홀딩스,035810,2010/12,2.88
(주)이큐셀,160600,2009/12,
(주)이큐셀,160600,2010/12,4.9
(주)이크레더블,092130,2009/09,183.67
(주)이크레더블,092130,2010/09,999999999
(주)이퓨쳐,134060,2009/12,19.43
(주)이퓨쳐,134060,2010/12,20.92
(주)인디에프,014990,2009/12,0.78
(주)인디에프,014990,2010/12,0.49
(주)인바디,041830,2009/12,383.57
(주)인바디,041830,2010/12,936.58
(주)인바이오젠,101140,2009/12,-134.24
(주)인바이오젠,101140,2010/12,-18.37
(주)인성정보,033230,2009/12,-2.72
(주)인성정보,033230,2010/12,-0.86
(주)인스코비,006490,2009/12,-19.28
(주)인스코비,006490,2010/12,-5.84
(주)인지디스플레이,037330,2009/12,-0.41
(주)인지디스플레이,037330,2010/12,6.35
(주)인지소프트,100030,2009/12,1944.03
(주)인지소프트,100030,2010/12,2819.63
(주)인콘,083640,2009/12,29.04
(주)인콘,083640,2010/12,38.18
(주)인터로조,119610,2009/12,44.68
(주)인터로조,119610,2010/12,67.42
(주)인터엠,017250,2009/09,0.83
(주)인터엠,017250,2010/09,3.22
(주)인터플렉스,051370,2009/12,8.79
(주)인터플렉스,051370,2010/12,20.23
(주)인텍플러스,064290,2009/12,6.48
(주)인텍플러스,064290,2010/12,32.11
(주)인텔리안테크놀로지스,189300,2009/12,17.77
(주)인텔리안테크놀로지스,189300,2010/12,5.02
(주)인트로메딕,150840,2009/12,-26.63
(주)인트로메딕,150840,2010/12,16.62
(주)인트론바이오테크놀로지,048530,2009/12,3.98
(주)인트론바이오테크놀로지,048530,2010/12,2.63
(주)인팩,023810,2009/12,3.09
(주)인팩,023810,2010/12,69.73
(주)인포마크,175140,2010/12,
(주)인포바인,115310,2009/12,999999999
(주)인포바인,115310,2010/12,999999999
(주)인피니트헬스케어,071200,2009/12,8.94
(주)인피니트헬스케어,071200,2010/12,12.34
(주)일신바이오베이스,068330,2009/12,317.11
(주)일신바이오베이스,068330,2010/12,685.94
(주)일신석재,007110,2009/12,1.63
(주)일신석재,007110,2010/12,3.91
(주)일야,058450,2009/12,72.39
(주)일야,058450,2010/12,4.09
(주)일지테크,019540,2009/12,26.69
(주)일지테크,019540,2010/12,26.03
(주)일진파워,094820,2009/12,225.62
(주)일진파워,094820,2010/12,6.82
(주)잉크테크,049550,2009/12,3.81
(주)잉크테크,049550,2010/12,-0.83
(주)자연과환경,043910,2009/12,1.63
(주)자연과환경,043910,2010/12,-0.16
(주)장원테크,174880,2009/12,6.05
(주)장원테크,174880,2010/12,2.2
(주)정상제이엘에스,040420,2009/12,49.34
(주)정상제이엘에스,040420,2010/12,28051.85
(주)정원엔시스,045510,2009/12,-4.64
(주)정원엔시스,045510,2010/12,-2.78
(주)제넥신,095700,2009/12,-1.22
(주)제넥신,095700,2010/12,-9.82
(주)제넨바이오,072520,2009/12,-47.38
(주)제넨바이오,072520,2010/12,-11.91
(주)제노레이,122310,2009/12,
(주)제노레이,122310,2010/12,6.35
(주)제닉,123330,2009/12,6.83
(주)제닉,123330,2010/12,29.37
(주)제로투세븐,159580,2009/12,47.88
(주)제로투세븐,159580,2010/12,9.7
(주)제우스,079370,2009/12,-2.94
(주)제우스,079370,2010/12,40.57
(주)제이브이엠,054950,2009/12,4.26
(주)제이브이엠,054950,2010/12,1.11
(주)제이스텍,090470,2009/12,-436.47
(주)제이스텍,090470,2010/12,16.86
(주)제이앤티씨,204270,2009/12,2.76
(주)제이앤티씨,204270,2010/12,3.65
(주)제이에스코퍼레이션,194370,2009/12,8872.21
(주)제이에스코퍼레이션,194370,2010/12,999999999
(주)제이에스티나,026040,2009/12,3.36
(주)제이에스티나,026040,2010/12,6.92
(주)제이와이피엔터테인먼트,035900,2009/06,-4.19
(주)제이와이피엔터테인먼트,035900,2010/06,-176.26
(주)제이웨이,058420,2009/12,2.34
(주)제이웨이,058420,2010/12,0.81
(주)제이티,089790,2009/12,-45.48
(주)제이티,089790,2010/12,1.5
(주)제일기획,030000,2009/12,95.65
(주)제일기획,030000,2010/12,144.3
(주)제일바이오,052670,2009/12,340.19
(주)제일바이오,052670,2010/12,999999999
(주)제일테크노스,038010,2009/12,3.77
(주)제일테크노스,038010,2010/12,1.81
(주)제주반도체,080220,2009/12,-5.08
(주)제주반도체,080220,2010/12,14.6
(주)제주은행,006220,2009/12,
(주)제주은행,006220,2010/12,
(주)제주항공,089590,2009/12,-4.5
(주)제주항공,089590,2010/12,-1.4
(주)젬백스&카엘,082270,2009/12,-5.95
(주)젬백스&카엘,082270,2010/12,-5.44
(주)젬백스링크,064800,2009/12,76.47
(주)젬백스링크,064800,2010/12,14.18
(주)조비,001550,2009/12,1.34
(주)조비,001550,2010/12,0.02
(주)조이시티,067000,2009/12,43.2
(주)조이시티,067000,2010/12,60.24
(주)조흥,002600,2009/12,34.64
(주)조흥,002600,2010/12,38.55
(주)종근당바이오,063160,2009/12,14.7
(주)종근당바이오,063160,2010/12,20
(주)종근당홀딩스,001630,2009/12,7.25
(주)종근당홀딩스,001630,2010/12,9.08
(주)좋은사람들,033340,2009/12,7.67
(주)좋은사람들,033340,2010/12,8.89
(주)주연테크,044380,2009/12,999999999
(주)주연테크,044380,2010/12,999999999
(주)중앙디앤엠,051980,2009/12,999999999
(주)중앙디앤엠,051980,2010/12,999999999
(주)중앙백신연구소,072020,2009/12,999999999
(주)중앙백신연구소,072020,2010/12,141.17
(주)중앙에너비스,000440,2009/09,3.24
(주)중앙에너비스,000440,2010/09,5.32
(주)지누스,013890,2009/12,-0.82
(주)지누스,013890,2010/12,0.96
(주)지니뮤직,043610,2009/12,-68.64
(주)지니뮤직,043610,2010/12,8.33
(주)지어소프트,051160,2009/12,2.35
(주)지어소프트,051160,2010/12,4.71
(주)지에스,078930,2009/12,14.72
(주)지에스,078930,2010/12,25.59
(주)지에스글로벌,001250,2009/12,30
(주)지에스글로벌,001250,2010/12,58.4
(주)지에스리테일,007070,2009/12,4.73
(주)지에스리테일,007070,2010/12,3.79
(주)지에스이,053050,2009/12,74.07
(주)지에스이,053050,2010/12,2.35
(주)지엔씨에너지,119850,2009/12,4.23
(주)지엔씨에너지,119850,2010/12,7.59
(주)지엔코,065060,2009/12,0.79
(주)지엔코,065060,2010/12,3.38
(주)지투알,035000,2009/12,999999999
(주)지투알,035000,2010/12,999999999
(주)진도,088790,2009/12,1.12
(주)진도,088790,2010/12,5.88
(주)진로발효,018120,2009/12,464.65
(주)진로발효,018120,2010/12,342.53
(주)진매트릭스,109820,2009/12,1118256
(주)진매트릭스,109820,2010/12,999999999
(주)진바이오텍,086060,2009/12,31.05
(주)진바이오텍,086060,2010/12,42.19
(주)진성티이씨,036890,2009/12,0.23
(주)진성티이씨,036890,2010/12,6.48
(주)진양홀딩스,100250,2009/12,999999999
(주)진양홀딩스,100250,2010/12,999999999
(주)진에어,272450,2009/12,-2.53
(주)진에어,272450,2010/12,2.15
(주)차바이오텍,085660,2009/12,0.2
(주)차바이오텍,085660,2010/12,-5.51
(주)창해에탄올,004650,2009/12,21.81
(주)창해에탄올,004650,2010/12,29.33
(주)천일고속,000650,2009/12,16.62
(주)천일고속,000650,2010/12,5.32
(주)체리부로,066360,2009/12,4.01
(주)체리부로,066360,2010/12,3.63
(주)체시스,033250,2009/06,-2.23
(주)체시스,033250,2010/06,-0.42
(주)초록뱀미디어,047820,2009/12,-1.65
(주)초록뱀미디어,047820,2010/12,-1.04
(주)초록뱀이앤엠,131100,2009/12,
(주)초록뱀이앤엠,131100,2010/12,11.05
(주)초록뱀컴퍼니,052300,2009/12,-2.46
(주)초록뱀컴퍼니,052300,2010/12,-9.35
(주)초록뱀헬스케어,118000,2009/12,
(주)초록뱀헬스케어,118000,2010/12,-1.11
(주)칩스앤미디어,094360,2009/12,12.98
(주)칩스앤미디어,094360,2010/12,999999999
(주)카나리아바이오,016790,2009/12,3.46
(주)카나리아바이오,016790,2010/12,3.77
(주)카스,016920,2009/12,2.84
(주)카스,016920,2010/12,2.64
(주)카카오,035720,2009/12,24.68
(주)카카오,035720,2010/12,248
(주)카프로,006380,2009/12,1.46
(주)카프로,006380,2010/12,12.17
(주)캐스텍코리아,071850,2009/12,0.74
(주)캐스텍코리아,071850,2010/12,1.61
(주)캠시스,050110,2009/12,9.53
(주)캠시스,050110,2010/12,6.29
(주)커넥트웨이브,119860,2009/12,215.55
(주)커넥트웨이브,119860,2010/12,421.57
(주)컴투스,078340,2009/12,999999999
(주)컴투스,078340,2010/12,999999999
(주)컴투스홀딩스,063080,2009/12,183.3
(주)컴투스홀딩스,063080,2010/12,232.1
(주)케스피온,079190,2009/12,252.2
(주)케스피온,079190,2010/12,-6.03
(주)케어젠,214370,2009/12,60.4
(주)케어젠,214370,2010/12,242.39
(주)케이비지,318000,2010/12,
(주)케이씨,029460,2009/12,23.85
(주)케이씨,029460,2010/12,91.48
(주)케이씨씨,002380,2009/12,4.38
(주)케이씨씨,002380,2010/12,3
(주)케이씨씨건설,021320,2009/12,13.49
(주)케이씨씨건설,021320,2010/12,8.87
(주)케이씨아이,036670,2009/12,4
(주)케이씨아이,036670,2010/12,3.71
(주)케이씨에스,115500,2009/12,999999999
(주)케이씨에스,115500,2010/12,999999999
(주)케이씨티,089150,2009/12,560.34
(주)케이씨티,089150,2010/12,999999999
(주)케이씨티시,009070,2009/12,1.43
(주)케이씨티시,009070,2010/12,-0.2
(주)케이씨피드,025880,2009/12,4.67
(주)케이씨피드,025880,2010/12,6.4
(주)케이아이엔엑스,093320,2009/12,999999999
(주)케이아이엔엑스,093320,2010/12,999999999
(주)케이에스에스해운,044450,2009/12,4.05
(주)케이에스에스해운,044450,2010/12,6.86
(주)케이에스피,073010,2009/12,2.61
(주)케이에스피,073010,2010/12,1.82
(주)케이에이치바텍,060720,2009/12,615.3
(주)케이에이치바텍,060720,2010/12,273.49
(주)케이에이치필룩스,033180,2009/12,1.71
(주)케이에이치필룩스,033180,2010/12,2.73
(주)케이엑스이노베이션,122450,2009/12,206.07
(주)케이엑스이노베이션,122450,2010/12,377.95
(주)케이엑스하이텍,052900,2009/12,0.6
(주)케이엑스하이텍,052900,2010/12,1.38
(주)케이엔더블유,105330,2009/12,14.11
(주)케이엔더블유,105330,2010/12,6.09
(주)케이엔엔,058400,2009/12,999999999
(주)케이엔엔,058400,2010/12,999999999
(주)케이엔제이,272110,2009/12,0.46
(주)케이엔제이,272110,2010/12,6.69
(주)케이엘넷,039420,2009/12,3.48
(주)케이엘넷,039420,2010/12,0.18
(주)케이엠,083550,2009/12,8.92
(주)케이엠,083550,2010/12,16.49
(주)케이엠더블유,032500,2009/12,0.17
(주)케이엠더블유,032500,2010/12,1.48
(주)케이옥션,102370,2009/12,13.46
(주)케이옥션,102370,2010/12,17.83
(주)케이이씨,092220,2009/12,0.18
(주)케이이씨,092220,2010/12,0.07
(주)케이지모빌리언스,046440,2009/12,4.59
(주)케이지모빌리언스,046440,2010/12,42.08
(주)케이지이니시스,035600,2009/12,2.78
(주)케이지이니시스,035600,2010/12,10.23
(주)케이티,030200,2009/12,1.37
(주)케이티,030200,2010/12,4.07
(주)케이티서브마린,060370,2009/12,5.41
(주)케이티서브마린,060370,2010/12,6.71
(주)케이티스카이라이프,053210,2009/12,1.63
(주)케이티스카이라이프,053210,2010/12,2.53
(주)케이티씨에스,058850,2009/12,1004.72
(주)케이티씨에스,058850,2010/12,2273.31
(주)케이티아이에스,058860,2009/12,3114.84
(주)케이티아이에스,058860,2010/12,999999999
(주)케이티알파,036030,2009/12,1.84
(주)케이티알파,036030,2010/12,-3710.31
(주)케이티앤지,033780,2009/12,913.46
(주)케이티앤지,033780,2010/12,1548.58
(주)케이프,064820,2009/12,4.17
(주)케이프,064820,2010/12,2.27
(주)케이피에프,024880,2009/12,11.01
(주)케이피에프,024880,2010/12,3.93
(주)케이피엠테크,042040,2009/12,3.36
(주)케이피엠테크,042040,2010/12,2.67
(주)케이피티유,054410,2009/12,0.19
(주)케이피티유,054410,2010/12,1.1
(주)켐트로닉스,089010,2009/12,2.86
(주)켐트로닉스,089010,2010/12,6.73
(주)코난테크놀로지,402030,2009/12,133.65
(주)코난테크놀로지,402030,2010/12,274.49
(주)코다코,046070,2009/12,-0.75
(주)코다코,046070,2010/12,1.39
(주)코데즈컴바인,047770,2009/12,6.61
(주)코데즈컴바인,047770,2010/12,7.1
(주)코디,080530,2009/12,14.85
(주)코디,080530,2010/12,53.79
(주)코렌텍,104540,2009/12,-0.94
(주)코렌텍,104540,2010/12,-1.07
(주)코리아나화장품,027050,2009/12,-2.59
(주)코리아나화장품,027050,2010/12,0.21
(주)코리아센터,290510,2009/12,13.76
(주)코리아센터,290510,2010/12,4.7
(주)코리아써키트,007810,2009/12,-1.54
(주)코리아써키트,007810,2010/12,-1.53
(주)코맥스,036690,2009/12,14.27
(주)코맥스,036690,2010/12,8.54
(주)코메론,049430,2009/12,999999999
(주)코메론,049430,2010/12,999999999
(주)코미팜,041960,2009/12,-10.05
(주)코미팜,041960,2010/12,2.06
(주)코세스,089890,2009/12,-18.82
(주)코세스,089890,2010/12,8.29
(주)코센,009730,2009/12,-8.4
(주)코센,009730,2010/12,1.27
(주)코스나인,082660,2009/12,8.18
(주)코스나인,082660,2010/12,-0.43
(주)코스메카코리아,241710,2009/12,5.7
(주)코스메카코리아,241710,2010/12,5.03
(주)코스온,069110,2009/12,-15.59
(주)코스온,069110,2010/12,-13.74
(주)코썬바이오,204990,2010/12,
(주)코아스,071950,2009/12,1.34
(주)코아스,071950,2010/12,2.81
(주)코아시아,045970,2009/12,4596.56
(주)코아시아,045970,2010/12,999999999
(주)코엔텍,029960,2009/12,-1.41
(주)코엔텍,029960,2010/12,14.19
(주)코오롱,002020,2009/12,2.31
(주)코오롱,002020,2010/12,3.76
(주)코원플레이,056000,2009/12,11.14
(주)코원플레이,056000,2010/12,19.05
(주)코이즈,121850,2009/12,
(주)코이즈,121850,2010/12,11.08
(주)코콤,015710,2009/12,6.33
(주)코콤,015710,2010/12,4.96
(주)코텍,052330,2009/12,1844.55
(주)코텍,052330,2010/12,999999999
(주)코프라,126600,2009/12,26.87
(주)코프라,126600,2010/12,27.43
(주)콘텐트리중앙,036420,2009/12,-0.29
(주)콘텐트리중앙,036420,2010/12,-0.31
(주)콤텍시스템,031820,2009/12,5.54
(주)콤텍시스템,031820,2010/12,3.8
(주)큐로,015590,2009/12,6.2
(주)큐로,015590,2010/12,1.02
(주)큐로컴,040350,2009/12,-8.69
(주)큐로컴,040350,2010/12,2.15
(주)큐로홀딩스,051780,2009/12,-0.56
(주)큐로홀딩스,051780,2010/12,0.54
(주)큐에스아이,066310,2009/12,999999999
(주)큐에스아이,066310,2010/12,13996.33
(주)크라운해태홀딩스,005740,2009/12,2.02
(주)크라운해태홀딩스,005740,2010/12,2.76
(주)크래프톤,259960,2009/12,-34.53
(주)크래프톤,259960,2010/12,-21.82
(주)크레버스,096240,2009/12,15.39
(주)크레버스,096240,2010/12,999999999
(주)크리스에프앤씨,110790,2009/12,5.02
(주)크리스에프앤씨,110790,2010/12,8.87
(주)크린앤사이언스,045520,2009/12,1.67
(주)크린앤사이언스,045520,2010/12,0.1
(주)클라우드에어,036170,2009/12,1.89
(주)클라우드에어,036170,2010/12,6.39
(주)키다리스튜디오,020120,2009/12,1.14
(주)키다리스튜디오,020120,2010/12,-0.11
(주)키이스트,054780,2009/12,24963.19
(주)키이스트,054780,2010/12,999999999
(주)타이거일렉,219130,2009/12,0.16
(주)타이거일렉,219130,2010/12,8.21
(주)탑엔지니어링,065130,2009/12,16.84
(주)탑엔지니어링,065130,2010/12,11.16
(주)탑코미디어,134580,2009/12,5
(주)탑코미디어,134580,2010/12,31.91
(주)태경비케이,014580,2009/12,10.6
(주)태경비케이,014580,2010/12,15.06
(주)태광,023160,2009/12,458.12
(주)태광,023160,2010/12,1.72
(주)태양,053620,2009/12,9303.43
(주)태양,053620,2010/12,43.89
(주)태영건설,009410,2009/12,1.78
(주)태영건설,009410,2010/12,1.91
(주)태웅,044490,2009/12,10.79
(주)태웅,044490,2010/12,10.84
(주)태웅로직스,124560,2009/12,4.22
(주)태웅로직스,124560,2010/12,3.08
(주)테라젠이텍스,066700,2009/12,-1.12
(주)테라젠이텍스,066700,2010/12,2.37
(주)테스,095610,2009/12,-7.23
(주)테스,095610,2010/12,9.54
(주)테이팩스,055490,2009/12,7.11
(주)테이팩스,055490,2010/12,13.59
(주)테크엘,064520,2009/12,2.28
(주)테크엘,064520,2010/12,1.8
(주)테크윙,089030,2009/12,0.26
(주)테크윙,089030,2010/12,8.2
(주)텔레칩스,054450,2009/12,1590272.25
(주)텔레칩스,054450,2010/12,130761
(주)텔레필드,091440,2009/12,18.86
(주)텔레필드,091440,2010/12,11.78
(주)텔콘알에프제약,200230,2009/12,11.45
(주)텔콘알에프제약,200230,2010/12,35.53
(주)토니모리,214420,2009/12,
(주)토니모리,214420,2010/12,7.98
(주)토비스,051360,2009/12,5.64
(주)토비스,051360,2010/12,1.97
(주)토탈소프트뱅크,045340,2009/12,999999999
(주)토탈소프트뱅크,045340,2010/12,131.5
(주)톱텍,108230,2009/12,32.14
(주)톱텍,108230,2010/12,34.32
(주)투비소프트,079970,2009/12,24.65
(주)투비소프트,079970,2010/12,55.67
(주)트루윈,105550,2009/12,-1.8
(주)트루윈,105550,2010/12,4.13
(주)특수건설,026150,2009/12,2.13
(주)특수건설,026150,2010/12,2.99
(주)티로보틱스,117730,2010/12,
(주)티비씨,033830,2009/12,240.11
(주)티비씨,033830,2010/12,86.25
(주)티비에이치글로벌,084870,2009/12,1.05
(주)티비에이치글로벌,084870,2010/12,1.91
(주)티사이언티픽,057680,2009/12,0.76
(주)티사이언티픽,057680,2010/12,0.33
(주)티쓰리엔터테인먼트,204610,2009/12,-440.58
(주)티쓰리엔터테인먼트,204610,2010/12,6.19
(주)티씨케이,064760,2009/12,999999999
(주)티씨케이,064760,2010/12,999999999
(주)티앤엘,340570,2009/12,1.88
(주)티앤엘,340570,2010/12,4.66
(주)티에스넥스젠,043220,2009/12,-3.73
(주)티에스넥스젠,043220,2010/12,0.23
(주)티에스이,131290,2009/12,999999999
(주)티에스이,131290,2010/12,999999999
(주)티에스인베스트먼트,246690,2010/12,
(주)티에이치엔,019180,2009/12,0.08
(주)티에이치엔,019180,2010/12,2.25
(주)티엘아이,062860,2009/12,22.35
(주)티엘아이,062860,2010/12,12.17
(주)티웨이항공,091810,2009/12,-1.1
(주)티웨이항공,091810,2010/12,-18.43
(주)티웨이홀딩스,004870,2009/12,-7.01
(주)티웨이홀딩스,004870,2010/12,-2.96
(주)티케이케미칼,104480,2009/12,4.01
(주)티케이케미칼,104480,2010/12,11.1
(주)티플랙스,081150,2009/12,4.85
(주)티플랙스,081150,2010/12,3.91
(주)티피씨,130740,2009/12,5.42
(주)티피씨,130740,2010/12,14.32
(주)티피씨메카트로닉스,048770,2009/06,-1.39
(주)티피씨메카트로닉스,048770,2010/06,12.66
(주)파나진,046210,2009/12,-8.04
(주)파나진,046210,2010/12,-6.03
(주)파라다이스,034230,2009/12,20.23
(주)파라다이스,034230,2010/12,30.75
(주)파라텍,033540,2009/12,1.85
(주)파라텍,033540,2010/12,3.25
(주)파루,043200,2009/12,1.84
(주)파루,043200,2010/12,-10.5
(주)파버나인,177830,2009/12,1.32
(주)파버나인,177830,2010/12,5.58
(주)파세코,037070,2009/12,4.8
(주)파세코,037070,2010/12,3.63
(주)파수,150900,2009/12,10.23
(주)파수,150900,2010/12,10.27
(주)파워넷,037030,2009/12,4.45
(주)파워넷,037030,2010/12,999999999
(주)파워로직스,047310,2009/12,1.22
(주)파워로직스,047310,2010/12,3.79
(주)파이오링크,170790,2009/12,6.56
(주)파이오링크,170790,2010/12,11.26
(주)파인디앤씨,049120,2009/12,-2.63
(주)파인디앤씨,049120,2010/12,1.51
(주)파인디지털,038950,2009/12,16.08
(주)파인디지털,038950,2010/12,100022.3
(주)파인테크닉스,106240,2009/12,
(주)파인테크닉스,106240,2010/12,1.61
(주)파인텍,131760,2009/12,
(주)파인텍,131760,2010/12,2.41
(주)파커스,065690,2009/12,645.64
(주)파커스,065690,2010/12,21.66
(주)파크시스템스,140860,2009/12,15.45
(주)파크시스템스,140860,2010/12,24.3
(주)파트론,091700,2009/12,197.78
(주)파트론,091700,2010/12,148
(주)판타지오,032800,2009/12,-66.51
(주)판타지오,032800,2010/12,999999999
(주)팜스코,036580,2009/12,1.67
(주)팜스코,036580,2010/12,2.61
(주)팜스토리,027710,2009/12,1.02
(주)팜스토리,027710,2010/12,0.79
(주)팬스타엔터프라이즈,054300,2009/12,-0.58
(주)팬스타엔터프라이즈,054300,2010/12,-1.97
(주)팬엔터테인먼트,068050,2009/12,220.2
(주)팬엔터테인먼트,068050,2010/12,2.04
(주)퍼시스,016800,2009/12,999999999
(주)퍼시스,016800,2010/12,999999999
(주)펩트론,087010,2009/12,2.31
(주)펩트론,087010,2010/12,0.29
(주)포메탈,119500,2009/12,11.88
(주)포메탈,119500,2010/12,12.82
(주)포스코아이씨티,022100,2009/12,2.32
(주)포스코아이씨티,022100,2010/12,2.98
(주)포스코엠텍,009520,2009/12,2.51
(주)포스코엠텍,009520,2010/12,4.12
(주)포스코인터내셔널,047050,2009/12,4.56
(주)포스코인터내셔널,047050,2010/12,4.92
(주)포스코케미칼,003670,2009/12,14998.97
(주)포스코케미칼,003670,2010/12,1179.51
(주)폴라리스세원,234100,2009/12,48.5
(주)폴라리스세원,234100,2010/12,14.53
(주)폴라리스오피스,041020,2009/12,22.03
(주)폴라리스오피스,041020,2010/12,-1.09
(주)폴라리스우노,114630,2009/12,52.33
(주)폴라리스우노,114630,2010/12,40.74
(주)푸드웰,005670,2009/12,2.6
(주)푸드웰,005670,2010/12,3.31
(주)푸른기술,094940,2009/12,885.76
(주)푸른기술,094940,2010/12,-56.56
(주)푸른상호저축은행,007330,2009/06,
(주)푸른상호저축은행,007330,2010/06,
(주)풀무원,017810,2009/12,0.38
(주)풀무원,017810,2010/12,3.41
(주)풍강,093380,2009/08,2.55
(주)풍강,093380,2010/08,5.28
(주)풍산,103140,2009/12,4.99
(주)풍산,103140,2010/12,6.32
(주)풍산홀딩스,005810,2009/12,171.76
(주)풍산홀딩스,005810,2010/12,78.06
(주)프럼파스트,035200,2009/12,3.71
(주)프럼파스트,035200,2010/12,3.98
(주)프로텍,053610,2009/12,35.87
(주)프로텍,053610,2010/12,114.96
(주)프리엠스,053160,2009/12,37.22
(주)프리엠스,053160,2010/12,79.14
(주)플래스크,041590,2009/12,3.17
(주)플래스크,041590,2010/12,1.88
(주)플랜티넷,075130,2009/12,999999999
(주)플랜티넷,075130,2010/12,999999999
(주)플레이그램,009810,2009/12,-4.15
(주)플레이그램,009810,2010/12,-1.24
(주)플레이디,237820,2010/12,
(주)플레이위드,023770,2009/12,-0.31
(주)플레이위드,023770,2010/12,0.15
(주)피델릭스,032580,2009/12,8.75
(주)피델릭스,032580,2010/12,7.19
(주)피씨디렉트,051380,2009/12,0.94
(주)피씨디렉트,051380,2010/12,6.92
(주)피에스엠씨,024850,2009/12,-6.67
(주)피에스엠씨,024850,2010/12,-1.43
(주)피에이치씨,057880,2009/12,1.14
(주)피에이치씨,057880,2010/12,-5.63
(주)피엔티,137400,2009/12,8.66
(주)피엔티,137400,2010/12,21.61
(주)피엔풍년,024940,2009/12,5.35
(주)피엔풍년,024940,2010/12,4.35
(주)피제이메탈,128660,2010/12,
(주)피제이전자,006140,2009/12,4474.22
(주)피제이전자,006140,2010/12,72.82
(주)피코그램,376180,2009/12,1.51
(주)피코그램,376180,2010/12,3.39
(주)피피아이,062970,2009/12,5.55
(주)피피아이,062970,2010/12,7.99
(주)픽셀플러스,087600,2009/12,1.89
(주)픽셀플러스,087600,2010/12,8.43
(주)하나금융지주,086790,2009/12,
(주)하나금융지주,086790,2010/12,
(주)하나기술,299030,2009/12,-9.43
(주)하나투어,039130,2009/12,999999999
(주)하나투어,039130,2010/12,999999999
(주)하림지주,003380,2009/12,1.65
(주)하림지주,003380,2010/12,2.86
(주)하이드로리튬,101670,2009/12,847.33
(주)하이드로리튬,101670,2010/12,999999999
(주)하이비젼시스템,126700,2010/05,
(주)하이소닉,106080,2009/12,40.84
(주)하이소닉,106080,2010/12,5.51
(주)하이스틸,071090,2009/12,-0.79
(주)하이스틸,071090,2010/12,0.91
(주)하이텍팜,106190,2009/12,42.1
(주)하이텍팜,106190,2010/12,249.62
(주)하이트론씨스템즈,019490,2009/12,-1.08
(주)하이트론씨스템즈,019490,2010/12,-7.86
(주)하츠,066130,2009/12,58.73
(주)하츠,066130,2010/12,58.23
(주)한국가구,004590,2009/12,-3.95
(주)한국가구,004590,2010/12,-4.41
(주)한국경제티브이,039340,2009/12,614.92
(주)한국경제티브이,039340,2010/12,185.1
(주)한국전자홀딩스,006200,2009/12,-1853.82
